latitude,longitude,neighborhood,neighborhood_id
40.8143256,-73.9590255,Morningside Heights,166
40.76663814,-73.95348296,Lenox Hill East,140
40.72453734,-73.98185424,East Village,79
40.75797322,-73.96603308,Sutton Place/Turtle Bay North,229
40.72307749068673,-73.98583620786667,East Village,79
40.74475148,-73.99915362,East Chelsea,68
40.75828065,-73.97069431,Midtown East,162
40.75714758,-73.97207836,Midtown East,162
40.718822,-73.99596,Little Italy/NoLiTa,144
40.725864,-73.986389,East Village,79
40.735238,-74.000271,West Village,249
40.7919557,-73.968087,Upper West Side North,238
40.71850211,-73.98329859,Two Bridges/Seward Park,232
40.76341379,-73.99667444,Clinton West,50
40.74096374,-73.98602213,Union Sq,234
40.76471851944339,-73.96222069859505,Lenox Hill West,141
40.76095756,-73.96724467,Midtown East,162
40.77140426,-73.9535166,Lenox Hill West,141
40.74238787,-73.99726235,Flatiron,90
40.73781509,-73.99994661,West Village,249
40.7454973,-74.00197139,East Chelsea,68
40.78948541553215,-73.95242929458618,East Harlem South,75
40.739323,-74.008119,Meatpacking/West Village West,158
40.71173107,-73.99193043,Two Bridges/Seward Park,232
40.79017948095081,-73.97288918495178,Upper West Side North,238
40.72456089,-73.99565293,Little Italy/NoLiTa,144
40.71450451,-74.00562789,TriBeCa/Civic Center,231
40.7575699,-73.99098507,Clinton East,48
40.70717936,-74.00887308,Financial District North,87
40.749156,-73.9916,Penn Station/Madison Sq West,186
40.71269042,-73.98776323,Two Bridges/Seward Park,232
40.70834698,-74.01713445,Battery Park City,13
40.805973,-73.964928,Morningside Heights,166
40.75929124,-73.98859651,Clinton East,48
40.71739973,-73.98016555,Two Bridges/Seward Park,232
40.73314259,-73.97573881,Stuy Town/Peter Cooper Village,224
40.74734825,-73.99723551,East Chelsea,68
40.7937704,-73.971888,Upper West Side North,238
40.75066386,-74.00176802,East Chelsea,68
40.73912601,-73.97973776,Kips Bay,137
40.76030096,-73.99884222,West Chelsea/Hudson Yards,246
40.75500254,-73.98014437,Midtown Center,161
40.72706363348306,-73.99662137031554,Greenwich Village South,114
40.801694,-73.957145,Central Harlem,41
40.71910537,-73.99973337,Little Italy/NoLiTa,144
40.71076228,-73.99400398,Chinatown,45
40.7489006,-73.97604882,Murray Hill,170
40.7987859,-73.9523,Central Harlem,41
40.72405549,-74.00965965,TriBeCa/Civic Center,231
40.72228087,-73.97668709,Alphabet City,4
40.72502876,-73.99069656,East Village,79
40.77801203,-73.95407149,Yorkville West,263
40.755293,-73.967641,Sutton Place/Turtle Bay North,229
40.74173969,-73.99415556,Flatiron,90
40.735367055605394,-73.98797392845154,Gramercy,107
40.7691572,-73.96703464,Upper East Side South,237
40.7839636,-73.9471673,Yorkville West,263
40.71146364,-74.00552427,Seaport,209
40.73038599,-74.00214988,West Village,249
40.72299208,-73.97995466,Alphabet City,4
40.71413089,-73.9970468,Lower East Side,148
40.73223272,-73.98889957,East Village,79
40.7974772,-73.9311847,East Harlem North,74
40.711512,-74.015756,Battery Park City,13
40.7451677,-73.98683077,Midtown South,164
40.73726186,-73.99238967,Union Sq,234
40.735918,-74.000939,West Village,249
40.773763,-73.96222088,Upper East Side South,237
40.7728384,-73.94989233,Yorkville East,262
40.72110063,-73.9919254,Lower East Side,148
40.791976,-73.945993,East Harlem South,75
40.72082834,-73.97793172,Alphabet City,4
40.8125511,-73.9492286,Central Harlem North,42
40.73291553,-74.00711384,Meatpacking/West Village West,158
40.74395411,-73.99144871,Union Sq,234
40.71605866,-73.99190759,Lower East Side,148
40.7961535,-73.94782145,East Harlem South,75
40.7903051,-73.94755757,East Harlem South,75
40.746647,-73.993915,Penn Station/Madison Sq West,186
40.7981856,-73.9605909006,Manhattan Valley,151
40.746745,-74.007756,West Chelsea/Hudson Yards,246
40.71911552,-74.00666661,TriBeCa/Civic Center,231
40.749717753,-74.002950346,West Chelsea/Hudson Yards,246
40.7869946,-73.94164802,East Harlem South,75
40.72740794,-73.98142006,East Village,79
40.72229346,-73.99147535,Lower East Side,148
40.70955958,-74.00653609,Financial District North,87
40.7435337324616,-74.00367558002472,East Chelsea,68
40.74444921,-73.98303529,Murray Hill,170
40.75022392,-73.97121414,UN/Turtle Bay South,233
40.7882213,-73.97041561,Upper West Side North,238
40.72362738,-73.99949601,SoHo,211
40.7381765,-73.97738662,Kips Bay,137
40.809725,-73.953149,Central Harlem,41
40.7597108,-73.97402311,Midtown Center,161
40.73704984,-73.99009296,Union Sq,234
40.77565541,-73.95068615,Yorkville West,263
40.71622644,-73.98261206,Two Bridges/Seward Park,232
40.71307916,-73.99851193,Chinatown,45
40.7941654,-73.974124,Upper West Side North,238
40.70463,-74.01507,Battery Park,12
40.813358,-73.956461,Morningside Heights,166
40.76350532,-73.97109243,Upper East Side South,237
40.7208736,-73.98085795,Alphabet City,4
40.70530954,-74.00612572,Financial District North,87
40.7945663,-73.9362541,East Harlem North,74
40.73827428,-73.98751968,Gramercy,107
40.747573958954796,-73.9788007736206,Murray Hill,170
40.7949879,-73.9333349,East Harlem North,74
40.73143724085228,-73.99490341544151,Greenwich Village North,113
40.754691750226016,-73.99740189313889,East Chelsea,68
40.72368361,-73.97574813,Alphabet City,4
40.809495347779475,-73.94776493310928,Central Harlem,41
40.74334935,-74.00681753,East Chelsea,68
40.7921,-73.9739,Upper West Side North,238
40.717571,-74.005549,TriBeCa/Civic Center,231
40.7047177,-74.00926027,Financial District North,87
40.75097711,-73.98765428,Garment District,100
40.7969347,-73.9643412291,Manhattan Valley,151
40.70255065,-74.0127234,Financial District South,88
40.70365182,-74.01167797,Financial District South,88
40.735445,-73.99431,Greenwich Village North,113
40.7954121,-73.9441232,East Harlem South,75
40.72185379,-74.00771779,TriBeCa/Civic Center,231
40.79329668,-73.9432083,East Harlem South,75
40.76302594280519,-73.97209525108337,Midtown North,163
40.73172428,-74.00674436,Meatpacking/West Village West,158
40.72580614,-73.97422494,Alphabet City,4
40.72066442,-73.98517977,Lower East Side,148
40.75323098,-73.97032517,UN/Turtle Bay South,233
40.759107,-73.959223,Lenox Hill East,140
40.77515953434235,-73.98918695747852,Lincoln Square West,143
40.73331967,-73.99510132,Greenwich Village North,113
40.782454175279874,-73.9489196240902,Yorkville West,263
40.72779126,-73.98564945,East Village,79
40.7923272,-73.9383,East Harlem North,74
40.761573,-73.972628,Midtown North,163
40.79127,-73.964839,Central Park,43
40.7546011026,-73.971878855,Midtown East,162
40.71334184275907,-74.00935515761375,TriBeCa/Civic Center,231
40.766368,-73.971518,Central Park,43
40.781410700190015,-73.95595908164978,Upper East Side North,236
40.744219,-73.97121214,UN/Turtle Bay South,233
40.8011939,-73.9500739,Central Harlem,41
40.7689738,-73.95482273,Lenox Hill East,140
40.8006721,-73.9349,East Harlem North,74
40.778301,-73.9488134,Yorkville West,263
40.713126,-73.984844,Two Bridges/Seward Park,232
40.79406660818552,-73.96286845207214,Central Park,43
40.7862586,-73.94552579,East Harlem South,75
40.79747,-73.93504,East Harlem North,74
40.77862688,-73.95772073,Upper East Side North,236
40.7892105,-73.94370784,East Harlem South,75
40.7859201,-73.94860294,East Harlem South,75
40.71219906,-73.97948148,Two Bridges/Seward Park,232
40.805159,-73.954692,Central Harlem,41
40.78057799010334,-73.98562431335449,Upper West Side South,239
40.8038654,-73.9559308,Central Harlem,41
40.804038,-73.945925,East Harlem North,74
40.77149671054441,-73.99046033620834,Lincoln Square West,143
40.77518615,-73.94446054,Yorkville East,262
40.71602118,-73.99974372,Chinatown,45
40.808442,-73.9452087,Central Harlem,41
40.70905623,-74.01043382,Financial District North,87
40.752165280621966,-73.97992193698882,Murray Hill,170
40.7724607,-73.9468208,Yorkville East,262
40.724308321602166,-74.00473035871983,Hudson Sq,125
40.71117444,-73.99682619,Chinatown,45
40.70355377,-74.00670227,Financial District North,87
40.7727966,-73.95577801,Lenox Hill West,141
40.76873687,-73.96119945,Lenox Hill West,141
40.7817212,-73.94594,Yorkville West,263
40.77112927,-73.95772297,Lenox Hill West,141
40.76800889305947,-73.96845281124115,Upper East Side South,237
40.795,-73.9645,Manhattan Valley,151
40.787801,-73.953559,East Harlem South,75
40.777507027547976,-73.98888587951659,Lincoln Square West,143
40.70122128,-74.01234218,Financial District South,88
40.8082,-73.9641,Morningside Heights,166
40.711066,-74.009447,World Trade Center,261
40.78813,-73.95206,East Harlem South,75
40.795346,-73.96186,Central Park,43
40.7779453,-73.946041,Yorkville East,262
40.76712840349542,-73.96224617958069,Lenox Hill West,141
40.8107922,-73.9430681,Central Harlem North,42
40.805726,-73.936322,East Harlem North,74
40.75001986,-73.96905301,UN/Turtle Bay South,233
40.7746671,-73.98470567,Lincoln Square West,143
40.8013066,-73.9398167,East Harlem North,74
40.8013434,-73.9711457439,Manhattan Valley,151
40.78414472,-73.98362492,Upper West Side South,239
40.799139,-73.9389152,East Harlem North,74
40.73971301,-73.99456405,Union Sq,234
40.72019521437465,-74.0103006362915,TriBeCa/Civic Center,231
40.7153379,-74.01658354,Battery Park City,13
40.7781314,-73.96069399,Upper East Side North,236
40.77677702,-73.9590097,Upper East Side North,236
40.7904828,-73.95033068,East Harlem South,75
40.804372,-73.951475,Central Harlem,41
40.7806284,-73.9521667,Yorkville West,263
40.8120562,-73.9612547,Morningside Heights,166
40.8086249,-73.9596214,Morningside Heights,166
40.7867947,-73.977112,Upper West Side South,239
40.8109494,-73.9634,Morningside Heights,166
40.7835016,-73.955327,Upper East Side North,236
40.8014866,-73.9442507,East Harlem North,74
40.730563,-73.973984,Stuy Town/Peter Cooper Village,224
40.7149787,-74.013012,TriBeCa/Civic Center,231
40.8005385,-73.9419949,East Harlem North,74
40.71926081,-73.98178024,Two Bridges/Seward Park,232
40.796879,-73.937261,East Harlem North,74
40.7857851,-73.957481,Central Park,43
40.818299,-73.960405,Manhattanville,152
40.8045555,-73.9396861,East Harlem North,74
40.81,-73.9551508,Morningside Heights,166
40.732339777151054,-73.97898383438587,Stuy Town/Peter Cooper Village,224
40.71870987,-74.0090009,TriBeCa/Civic Center,231
40.814394437915816,-73.95324736833572,Manhattanville,152
40.70706456,-74.00731853,Financial District North,87
40.7849032,-73.950503,Upper East Side North,236
40.81028506306003,-73.95736455917358,Morningside Heights,166
40.80295,-73.942954,East Harlem North,74
40.8029263,-73.9379,East Harlem North,74
40.7922553,-73.95249933,East Harlem South,75
40.802535,-73.9532423,Central Harlem,41
40.802692,-73.96295,Morningside Heights,166
40.7877214,-73.94728331,East Harlem South,75
40.8114323,-73.9518776,Central Harlem North,42
40.76780080148132,-73.96592080593109,Upper East Side South,237
40.7934337,-73.94945003,East Harlem South,75
40.7037992,-74.00838676,Financial District North,87
40.752957,-74.00264,West Chelsea/Hudson Yards,246
40.80756,-73.939182,Central Harlem North,42
40.75513557,-73.98658032,Garment District,100
40.795508,-73.941606,East Harlem North,74
40.7652654,-73.98192338,Midtown North,163
40.76228826,-73.98336183,Times Sq/Theatre District,230
40.75640548,-73.9900262,Garment District,100
40.76068327096592,-73.9845272898674,Times Sq/Theatre District,230
40.75466591,-73.99138152,Garment District,100
40.7667405590595,-73.9790689945221,Midtown North,163
40.763189,-73.978434,Midtown North,163
40.7568001,-73.98291153,Times Sq/Theatre District,230
40.76132983124814,-73.97982001304626,Times Sq/Theatre District,230
40.76344058,-73.98268129,Times Sq/Theatre District,230
40.75492,-73.98455,Garment District,100
40.75299641,-73.98721619,Garment District,100
40.74,-73.986,Gramercy,107
40.749,-73.992,Penn Station/Madison Sq West,186
40.755,-73.992,Clinton East,48
40.764,-73.971,Upper East Side South,237
40.746,-73.998,East Chelsea,68
40.743,-73.998,Flatiron,90
40.74,-73.998,Flatiron,90
40.76669671,-73.99061728,Clinton West,50
40.76584941,-73.98690506,Clinton East,48
40.791,-73.965,Central Park,43
40.7903,-73.9597,Central Park,43
40.803,-73.956,Central Harlem,41
40.791,-73.968,Upper West Side North,238
40.8,-73.962,Bloomingdale,24
40.761,-73.98,Times Sq/Theatre District,230
40.752,-73.989,Garment District,100
40.782,-73.986,Upper West Side South,239
40.732647,-73.99011,Greenwich Village North,113
40.788,-73.953,East Harlem South,75
40.809,-73.959,Morningside Heights,166
40.746,-74.007,West Chelsea/Hudson Yards,246
40.761,-73.989,Clinton East,48
40.714193,-73.996732,Lower East Side,148
40.719383,-73.991479,Lower East Side,148
40.764,-73.983,Times Sq/Theatre District,230
40.755,-73.974,Midtown East,162
40.743,-73.98,Kips Bay,137
40.749,-73.986,Midtown South,164
40.761,-73.995,Clinton West,50
40.743,-73.983,Murray Hill,170
40.70463334,-74.01361706,World Trade Center,261
40.737,-73.983,Gramercy,107
40.737,-73.992,Union Sq,234
40.734,-73.986,Gramercy,107
40.734,-73.992,Greenwich Village North,113
40.737,-73.989,Union Sq,234
40.737,-74.007,Meatpacking/West Village West,158
40.731,-73.992,Greenwich Village North,113
40.719,-74.001,Little Italy/NoLiTa,144
40.713,-74.01,TriBeCa/Civic Center,231
40.727243,-73.976831,Alphabet City,4
40.78275,-73.97137,Upper West Side South,239
40.708485,-74.002751,Seaport,209
40.72387,-73.975767,Alphabet City,4
40.72170005235607,-74.00238141417502,SoHo,211
40.731,-73.98,Stuy Town/Peter Cooper Village,224
40.71644423134479,-73.9823305606842,Two Bridges/Seward Park,232
40.761,-73.977,Midtown Center,161
40.783786,-73.981687,Upper West Side South,239
40.719,-74.007,TriBeCa/Civic Center,231
40.734,-73.995,Greenwich Village North,113
40.731,-73.995,Greenwich Village North,113
40.743,-73.977,Kips Bay,137
40.746,-74.001,East Chelsea,68
40.764,-73.998,Clinton West,50
40.761,-73.983,Times Sq/Theatre District,230
40.773,-73.983,Lincoln Square East,142
40.773,-73.95,Yorkville East,262
40.779,-73.947,Yorkville East,262
40.779,-73.953,Yorkville West,263
40.77,-73.953,Lenox Hill East,140
40.743,-73.974,Kips Bay,137
40.761,-73.992,Clinton East,48
40.779,-73.98,Lincoln Square East,142
40.74,-73.974,Kips Bay,137
40.749,-73.974,UN/Turtle Bay South,233
40.74,-73.983,Gramercy,107
40.77,-73.983,Lincoln Square East,142
40.779,-73.977,Upper West Side South,239
40.767,-73.953,Lenox Hill East,140
40.749,-73.977,Murray Hill,170
40.755,-73.98,Midtown Center,161
40.758,-73.995,Clinton East,48
40.767,-73.986,Clinton East,48
40.755,-73.986,Garment District,100
40.761,-73.986,Times Sq/Theatre District,230
40.776,-73.986,Lincoln Square West,143
40.773,-73.956,Lenox Hill West,141
40.794,-73.962,Central Park,43
40.794,-73.974,Upper West Side North,238
40.752694,-74.002353,West Chelsea/Hudson Yards,246
40.8,-73.95,Central Harlem,41
40.776,-73.944,Yorkville East,262
40.782,-73.95,Yorkville West,263
40.749,-74.004,West Chelsea/Hudson Yards,246
40.806,-73.962,Morningside Heights,166
40.767,-73.98,Midtown North,163
40.77,-73.965,Upper East Side South,237
40.725,-74.004,SoHo,211
40.719,-74.01,TriBeCa/Civic Center,231
40.716,-74.01,TriBeCa/Civic Center,231
40.713,-73.998,Chinatown,45
40.713,-73.98,Two Bridges/Seward Park,232
40.71,-74.01,World Trade Center,261
40.71,-74.001,Chinatown,45
40.716,-73.995,Lower East Side,148
40.704,-74.013,Financial District South,88
40.713,-73.992,Two Bridges/Seward Park,232
40.722,-73.986,Lower East Side,148
40.734,-73.989,East Village,79
40.728,-73.995,Greenwich Village South,114
40.737,-73.977,Kips Bay,137
40.752,-73.974,Midtown East,162
40.752,-73.977,Midtown East,162
40.752,-73.995,East Chelsea,68
40.761,-73.968,Midtown East,162
40.77,-73.989,Clinton West,50
40.758,-73.977,Midtown Center,161
40.719,-74.013,Battery Park City,13
40.752,-74.004,West Chelsea/Hudson Yards,246
40.767,-73.995,Clinton West,50
40.728,-73.998,Greenwich Village South,114
40.767,-73.992,Clinton West,50
40.701,-74.013,Financial District South,88
40.728,-74.01,Hudson Sq,125
40.722,-73.998,Little Italy/NoLiTa,144
40.70437,-74.00637,Financial District North,87
40.722,-73.98,Alphabet City,4
40.716,-73.989,Two Bridges/Seward Park,232
40.719,-73.995,Little Italy/NoLiTa,144
40.722,-73.977,Alphabet City,4
40.722,-73.983,Alphabet City,4
40.74,-74.004,West Village,249
40.779,-73.989,Lincoln Square West,143
40.806,-73.965,Morningside Heights,166
40.749,-73.998,East Chelsea,68
40.767,-73.965,Upper East Side South,237
40.767,-73.971,Upper East Side South,237
40.782,-73.953,Upper East Side North,236
40.779,-73.959,Upper East Side North,236
40.776,-73.965,Central Park,43
40.785,-73.971,Upper West Side South,239
40.764,-73.989,Clinton East,48
40.743,-74.001,East Chelsea,68
40.707,-74.016,Battery Park City,13
40.8428422,-73.9421253,Washington Heights South,244
40.743,-74.007,East Chelsea,68
40.815,-73.959,Morningside Heights,166
40.767,-73.977,Central Park,43
40.758,-73.962,Sutton Place/Turtle Bay North,229
40.782,-73.959,Upper East Side North,236
40.773,-73.962,Upper East Side South,237
40.752,-73.968,UN/Turtle Bay South,233
40.773,-73.968,Central Park,43
40.711444,-74.014847,Battery Park City,13
40.809,-73.947,Central Harlem,41
40.809,-73.95,Central Harlem,41
40.771771,-73.990625,Lincoln Square West,143
40.794,-73.965,Manhattan Valley,151
40.797,-73.947,East Harlem South,75
40.797,-73.971,Manhattan Valley,151
40.776,-73.983,Lincoln Square East,142
40.785,-73.983,Upper West Side South,239
40.752,-73.983,Midtown South,164
40.764,-73.986,Clinton East,48
40.791,-73.953,East Harlem South,75
40.734,-74.004,West Village,249
40.728,-73.98,East Village,79
40.805631,-73.934077,East Harlem North,74
40.802554,-73.933509,East Harlem North,74
40.728,-73.986,East Village,79
40.755,-73.989,Garment District,100
40.813619,-73.939336,Central Harlem North,42
40.743,-73.995,Flatiron,90
40.806414,-73.936085,East Harlem North,74
40.812191,-73.937838,East Harlem North,74
40.812346,-73.946168,Central Harlem North,42
40.810224,-73.937195,East Harlem North,74
40.816355,-73.954295,Manhattanville,152
40.81014,-73.93973,Central Harlem North,42
40.81449,-73.936153,East Harlem North,74
40.818215,-73.950988,Manhattanville,152
40.819746,-73.951819,Manhattanville,152
40.818477,-73.947568,Manhattanville,152
40.71,-73.998,Chinatown,45
40.825125,-73.941616,Hamilton Heights,116
40.819783,-73.936521,Central Harlem North,42
40.823168,-73.955857,Hamilton Heights,116
40.826969,-73.949738,Hamilton Heights,116
40.827305,-73.951989,Hamilton Heights,116
40.825244,-73.947257,Hamilton Heights,116
40.725,-73.983,East Village,79
40.734,-74.007,Meatpacking/West Village West,158
40.758,-73.998,West Chelsea/Hudson Yards,246
40.74,-73.98,Kips Bay,137
40.820877,-73.939249,Central Harlem North,42
40.819241,-73.941057,Central Harlem North,42
40.816234,-73.948222,Central Harlem North,42
40.815484,-73.935856,Central Harlem North,42
40.820003,-73.959089,Manhattanville,152
40.81296,-73.941878,Central Harlem North,42
40.813539,-73.94521,Central Harlem North,42
40.820681,-73.945144,Central Harlem North,42
40.821294,-73.947868,Manhattanville,152
40.7639089,-73.9477213,Roosevelt Island,202
40.757284,-73.9536,Roosevelt Island,202
40.746,-73.983,Midtown South,164
40.776,-73.98,Lincoln Square East,142
40.782,-73.98,Upper West Side South,239
40.791,-73.974,Upper West Side North,238
40.761,-73.998,Clinton West,50
40.737,-74.01,Meatpacking/West Village West,158
40.75370225419114,-73.95865201950072,Roosevelt Island,202
40.764,-73.959,Lenox Hill West,141
40.797,-73.938,East Harlem North,74
40.8,-73.941,East Harlem North,74
40.791,-73.947,East Harlem South,75
40.809,-73.938,Central Harlem North,42
40.822756,-73.951346,Hamilton Heights,116
40.827075,-73.945909,Hamilton Heights,116
40.812,-73.938,East Harlem North,74
40.823498,-73.94386,Hamilton Heights,116
40.779,-73.95,Yorkville West,263
40.782,-73.947,Yorkville West,263
40.776,-73.95,Yorkville East,262
40.794,-73.95,East Harlem South,75
40.794,-73.971,Upper West Side North,238
40.82281,-73.937413,Central Harlem North,42
40.817555,-73.957163,Manhattanville,152
40.686931,-74.016966,Governor's Island/Ellis Island/Liberty Island,103
40.69231660719192,-74.01486575603485,Governor's Island/Ellis Island/Liberty Island,103
40.75461,-73.99177,East Chelsea,68
40.77237,-73.99005,Lincoln Square West,143
40.68512559515415,-74.02535319328308,Governor's Island/Ellis Island/Liberty Island,103
40.81695971032464,-73.9422959089279,Central Harlem North,42
40.8190344,-73.956155999999993,Manhattanville,152
40.75863,-73.97513,Midtown Center,161
40.826406,-73.937948,Central Harlem North,42
40.825289,-73.936232,Central Harlem North,42
40.821111,-73.935971,Central Harlem North,42
40.821728,-73.952761,Hamilton Heights,116
40.824013,-73.954743,Hamilton Heights,116
40.829114,-73.950426,Hamilton Heights,116
40.831327,-73.946665,Hamilton Heights,116
40.826881,-73.941427,Hamilton Heights,116
40.827212,-73.942722,Hamilton Heights,116
40.829523,-73.944279,Hamilton Heights,116
40.830476,-73.939929,Central Harlem North,42
40.830702,-73.936371,Central Harlem North,42
40.82831,-73.942924,Hamilton Heights,116
40.75969995906254,-73.97808194160461,Midtown Center,161
40.832314,-73.94102,Washington Heights South,244
40.75793646243674,-73.97960275411606,Midtown Center,161
40.82923,-73.936996,Central Harlem North,42
40.839278,-73.945446,Washington Heights South,244
40.834468,-73.939865,Washington Heights South,244
40.83618,-73.939789,Washington Heights South,244
40.84004,-73.942939,Washington Heights South,244
40.839137,-73.941409,Washington Heights South,244
40.84522,-73.940493,Washington Heights South,244
40.782535857724106,-73.97908508777618,Upper West Side South,239
40.842173,-73.935111,Highbridge Park,120
40.842941,-73.938631,Washington Heights South,244
